_id,DISTRICT,DATE,COVID_COUNT,COVID_DEATHS,COVID_TEST,POSITIVITY_RATE_ALL_TESTS,COVID_COUNT_BY_SPECIMEN_COLLECTION_DATE
113,1,06/17/20,59,5,1022,5.411585,59
114,1,06/18/20,66,0,1085,5.700211,66
115,1,06/19/20,80,0,1319,5.747126,80
116,1,06/20/20,42,1,702,5.380117,42
117,1,06/21/20,25,1,366,5.803571,25
118,1,06/22/20,88,2,1120,7.283321,88
119,1,06/23/20,86,0,1146,7.742402,86
120,1,06/24/20,75,0,889,7.517483,75
121,1,06/25/20,99,1,1305,7.129687,99
122,1,06/26/20,93,1,1304,6.859206,93
123,1,06/27/20,63,1,645,8.823529,63
124,1,06/28/20,42,0,494,9.240924,42
125,1,06/29/20,99,1,1228,8.449809,99
126,1,06/30/20,126,1,987,11.419753,126
127,1,07/01/20,93,2,1035,7.686833,93
128,1,07/02/20,101,2,1096,8.489388,101
129,1,07/03/20,80,1,794,9.179688,80
130,1,07/04/20,26,0,304,7.197943,26
131,1,07/05/20,32,1,421,6.704981,32
132,1,07/06/20,191,4,1531,10.949272,191
133,1,07/07/20,142,2,1332,9.502003,142
134,1,07/08/20,119,2,1171,8.61244,119
135,1,07/09/20,101,1,942,7.256894,101
136,1,07/10/20,94,1,1369,6.200228,94
137,1,07/11/20,49,2,605,6.910039,49
138,1,07/12/20,56,2,591,8.947368,56
139,1,07/13/20,122,0,1552,7.216495,122
140,1,07/14/20,97,0,1140,7.87452,97
141,1,07/15/20,125,1,1261,9.757576,125
142,1,07/16/20,126,0,1346,8.116232,126
143,1,07/17/20,150,2,1682,8.283202,150
144,1,07/18/20,77,2,829,9.154229,77
145,1,07/19/20,31,1,432,6.026059,31
146,1,07/20/20,124,4,1504,7.385811,124
147,1,07/21/20,128,0,1546,9.035864,128
148,1,07/22/20,129,3,1577,7.94347,129
149,1,07/23/20,136,2,1571,7.974038,136
150,1,07/24/20,120,1,1610,6.846925,120
151,1,07/25/20,50,1,600,8.004779,50
152,1,07/26/20,34,0,421,5.751391,34
153,1,07/27/20,121,1,1464,6.814955,121
154,1,07/28/20,108,1,1462,7.807387,108
155,1,07/29/20,96,1,1341,7.051638,96
156,1,07/30/20,97,2,1425,7.044335,97
157,1,07/31/20,127,1,1585,7.832423,127
158,1,08/01/20,51,2,681,9.528689,51
159,1,08/02/20,18,1,374,3.929273,18
160,1,08/03/20,142,0,1489,8.583691,142
161,1,08/04/20,138,1,1528,7.312852,138
162,1,08/05/20,111,1,1499,6.786234,111
163,1,08/06/20,130,3,1584,7.665042,130
164,1,08/07/20,166,0,1736,7.977663,166
165,1,08/08/20,55,2,701,7.135471,55
166,1,08/09/20,42,3,461,7.4883,42
167,1,08/10/20,146,4,1620,7.817172,146
168,1,08/11/20,127,0,1456,7.7951,127
169,1,08/12/20,122,0,1417,7.466169,122
170,1,08/13/20,124,1,1416,7.405591,124
171,1,08/14/20,130,0,1544,6.923077,130
172,1,08/15/20,58,1,627,9.169364,58
173,1,08/16/20,36,1,494,4.816223,36
174,1,08/17/20,126,1,1497,6.374841,126
175,1,08/18/20,145,1,1380,6.903595,145
176,1,08/19/20,124,1,1256,7.111307,124
177,1,08/20/20,142,3,1339,7.203962,142
178,1,08/21/20,117,2,1497,5.923488,117
179,1,08/22/20,46,1,626,5.974843,46
180,1,08/23/20,48,1,505,6.530612,48
181,1,08/24/20,137,0,1439,7.574391,137
182,1,08/25/20,125,1,1294,7.363977,125
183,1,08/26/20,100,1,1090,5.04838,100
184,1,08/27/20,109,1,1212,6.373223,109
185,1,08/28/20,91,2,1215,5.961807,91
186,1,08/29/20,40,0,497,6.032172,40
187,1,08/30/20,27,1,330,5.617978,27
188,1,08/31/20,143,2,1276,7.529844,143
189,1,09/01/20,113,0,1090,6.091596,113
190,1,09/02/20,109,2,1091,6.238185,109
191,1,09/03/20,124,1,996,7.052186,124
192,1,09/04/20,105,2,1296,5.665349,105
193,1,09/05/20,32,2,509,5.035129,32
194,1,09/06/20,26,0,313,5.747126,26
195,1,09/07/20,24,3,365,4.109589,24
196,1,09/08/20,138,1,1274,6.027104,138
197,1,09/09/20,103,5,1043,5.530576,103
198,1,09/10/20,107,3,1071,6.039689,107
199,1,09/11/20,116,1,1131,5.837049,116
200,1,09/12/20,33,0,482,4.854369,33
201,1,09/13/20,18,0,356,4.607509,18
202,1,09/14/20,116,3,1207,5.763568,116
203,1,09/15/20,103,2,1004,4.637248,103
204,1,09/16/20,81,1,852,4.61402,81
205,1,09/17/20,102,3,1011,4.539155,102
206,1,09/18/20,76,1,1029,4.759519,76
207,1,09/19/20,44,3,446,6.60502,44
208,1,09/20/20,19,3,315,3.839442,19
209,1,09/21/20,147,2,1220,6.175515,147
210,1,09/22/20,156,2,1095,5.954631,156
211,1,09/23/20,117,3,818,6.577646,117
212,1,09/24/20,139,1,1086,5.784805,139
213,1,09/25/20,107,2,1086,6.009174,107
214,1,09/26/20,57,1,458,7.094595,57
215,1,09/27/20,41,1,387,7.391304,41
216,1,09/28/20,215,1,1412,7.41802,215
217,1,09/29/20,160,2,1146,6.105879,160
218,1,09/30/20,154,2,995,6.980519,154
219,1,10/01/20,177,2,1274,7.057163,177
220,1,10/02/20,167,2,1399,6.961591,167
221,1,10/03/20,72,7,534,9.766926,72
222,1,10/04/20,52,1,421,8.379888,52
223,1,10/05/20,230,1,1635,7.850864,230
224,1,10/06/20,219,3,1474,6.85463,219
225,1,10/07/20,273,1,1370,10.408432,273
226,1,10/08/20,260,2,1371,8.526012,260
227,1,10/09/20,313,4,1414,11.969645,313
228,1,10/10/20,133,1,641,14.285714,133
229,1,10/11/20,127,1,517,17.549669,127
230,1,10/12/20,375,5,1873,11.244569,375
231,1,10/13/20,348,2,1648,9.730471,348
232,1,10/14/20,362,4,1610,12.292178,362
233,1,10/15/20,339,5,1849,8.782066,339
234,1,10/16/20,322,4,1865,10.180131,322
235,1,10/17/20,153,4,783,10.848756,153
236,1,10/18/20,150,1,565,15.818686,150
237,1,10/19/20,478,2,1972,12.872807,478
238,1,10/20/20,420,4,1954,10.670081,420
239,1,10/21/20,453,2,1834,13.306247,453
240,1,10/22/20,434,5,1924,11.162362,434
241,1,10/23/20,456,1,2042,13.157895,456
242,1,10/24/20,199,2,872,14.83871,200
243,1,10/25/20,163,3,572,17.286432,162
244,1,10/26/20,575,5,2046,13.598539,575
245,1,10/27/20,590,9,2215,12.987271,590
246,1,10/28/20,597,5,1986,15.791897,597
247,1,10/29/20,658,4,2373,13.251691,658
248,1,10/30/20,665,6,2326,16.27907,665
249,1,10/31/20,268,4,913,17.106034,268
250,1,11/01/20,293,3,748,23.470948,293
251,1,11/02/20,825,7,2434,14.820286,825
252,1,11/03/20,959,5,2615,16.743447,959
253,1,11/04/20,975,7,2853,19.901998,975
254,1,11/05/20,1145,5,3315,17.632027,1145
255,1,11/06/20,1084,6,3102,18.827063,1084
256,1,11/07/20,500,10,1527,20,500
257,1,11/08/20,360,5,840,24.300808,360
258,1,11/09/20,1263,9,2897,19.896343,1263
259,1,11/10/20,1360,5,3232,20.88722,1360
260,1,11/11/20,974,7,2714,20.840497,974
261,1,11/12/20,1148,5,3223,16.614583,1148
262,1,11/13/20,982,7,3086,17.109758,982
263,1,11/14/20,511,6,1519,20.951019,511
264,1,11/15/20,302,11,798,21.268418,302
265,1,11/16/20,1268,9,3289,17.127273,1268
266,1,11/17/20,1048,11,2968,16.401754,1048
267,1,11/18/20,1031,10,2712,18.841044,1031
268,1,11/19/20,919,14,2853,14.285714,919
269,1,11/20/20,895,7,2701,16.472214,895
270,1,11/21/20,496,11,1371,20.997089,496
271,1,11/22/20,243,10,603,22.28219,243
272,1,11/23/20,963,6,2522,15.43973,964
273,1,11/24/20,953,14,2295,18.007724,952
274,1,11/25/20,741,11,2028,15.606732,741
275,1,11/26/20,163,9,324,18.978912,163
276,1,11/27/20,626,12,1431,17.126409,626
277,1,11/28/20,437,7,921,24.85,437
278,1,11/29/20,319,5,672,25.475842,319
279,1,11/30/20,994,10,2166,16.063284,994
280,1,12/01/20,1034,7,2259,18.321088,1034
281,1,12/02/20,825,12,1953,20.932297,825
282,1,12/03/20,805,8,2004,14.948369,805
283,1,12/04/20,833,13,2132,16.386022,833
284,1,12/05/20,391,10,1105,19.823993,391
285,1,12/06/20,256,13,633,20.583942,256
286,1,12/07/20,885,13,2107,14.551084,885
287,1,12/08/20,773,16,1842,16.7507,773
288,1,12/09/20,618,15,1524,18.203372,619
289,1,12/10/20,609,11,1666,13.128008,608
290,1,12/11/20,612,10,1705,14.634651,612
291,1,12/12/20,331,9,927,19.250253,331
292,1,12/13/20,188,12,513,18.858131,188
293,1,12/14/20,780,7,1865,14.029755,781
294,1,12/15/20,710,6,1574,15.740922,709
295,1,12/16/20,586,10,1307,17.87234,586
296,1,12/17/20,591,12,1565,12.78382,591
297,1,12/18/20,579,18,1514,14.363598,579
298,1,12/19/20,353,4,913,19.148936,353
299,1,12/20/20,207,2,439,18.602826,207
300,1,12/21/20,770,11,1710,12.995294,770
301,1,12/22/20,567,8,1439,15.267878,567
302,1,12/23/20,541,10,1190,13.578901,541
303,1,12/24/20,326,12,780,13.011283,326
304,1,12/25/20,76,5,163,19.775281,76
305,1,12/26/20,363,10,797,20.696938,363
306,1,12/27/20,286,13,578,22.394366,286
307,1,12/28/20,845,14,1513,15.060147,847
308,1,12/29/20,705,14,1307,19.160171,703
309,1,12/30/20,572,11,1168,13.972056,572
310,1,12/31/20,534,3,1131,14.062124,534
311,1,01/01/21,120,12,317,16.878173,120
312,1,01/02/21,490,12,974,22.440273,490
313,1,01/03/21,284,8,541,20.74928,284
314,1,01/04/21,852,7,1659,14.61368,852
315,1,01/05/21,620,10,1304,14.60884,620
316,1,01/06/21,573,11,1143,17.057041,575
317,1,01/07/21,557,9,1354,11.333833,557
318,1,01/08/21,494,13,1306,13.107822,495
319,1,01/09/21,287,6,647,18.738739,284
320,1,01/10/21,166,6,409,16.304348,166
321,1,01/11/21,663,12,1531,11.643055,663
322,1,01/12/21,416,9,1258,11.320311,416
323,1,01/13/21,367,3,1081,10.630023,367
324,1,01/14/21,405,6,1148,9.204125,405
325,1,01/15/21,376,9,1234,11.083123,376
326,1,01/16/21,231,4,624,15.460123,231
327,1,01/17/21,164,6,412,15.191987,164
328,1,01/18/21,390,11,992,9.315711,390
329,1,01/19/21,355,3,1195,9.663079,355
330,1,01/20/21,294,6,951,10.516548,294
331,1,01/21/21,292,8,1027,7.887071,292
332,1,01/22/21,301,4,1123,9.158543,301
333,1,01/23/21,133,7,501,12.264861,133
334,1,01/24/21,105,4,382,12.56182,105
335,1,01/25/21,297,9,1019,6.915924,297
336,1,01/26/21,211,5,780,7.392262,211
337,1,01/27/21,198,7,734,8.278942,198
338,1,01/28/21,190,9,802,5.545797,190
339,1,01/29/21,187,5,847,7.074452,187
340,1,01/30/21,77,7,393,8.371247,77
341,1,01/31/21,65,6,257,9.395973,66
342,1,02/01/21,234,6,832,5.939696,233
343,1,02/02/21,164,8,756,5.51986,164
344,1,02/03/21,178,4,663,7.869482,178
345,1,02/04/21,155,6,689,5.166445,155
346,1,02/05/21,147,3,712,6.321205,147
347,1,02/06/21,93,3,409,9.714795,93
348,1,02/07/21,67,5,275,9.310345,67
349,1,02/08/21,158,5,831,4.112702,158
350,1,02/09/21,132,2,655,4.481203,132
351,1,02/10/21,117,3,578,5.225933,117
352,1,02/11/21,117,3,640,3.619048,117
353,1,02/12/21,112,1,683,5.34188,112
354,1,02/13/21,70,5,363,8.253359,70
355,1,02/14/21,54,6,227,9.128065,54
356,1,02/15/21,108,2,585,4.406063,108
357,1,02/16/21,86,5,413,4.874776,86
358,1,02/17/21,132,2,509,6.36436,132
359,1,02/18/21,128,3,594,4.873006,128
360,1,02/19/21,87,4,616,3.846154,87
361,1,02/20/21,60,8,400,6.636771,60
362,1,02/21/21,45,2,264,7,45
363,1,02/22/21,144,4,719,3.98056,144
364,1,02/23/21,98,1,651,3.611738,98
365,1,02/24/21,120,2,548,5.6,120
366,1,02/25/21,91,1,613,4.139434,91
367,1,02/26/21,103,2,730,4.230907,103
368,1,02/27/21,58,0,332,6.338028,58
369,1,02/28/21,50,3,279,7.494145,50
370,1,03/01/21,132,3,712,3.67784,132
371,1,03/02/21,109,6,645,4.028863,109
372,1,03/03/21,88,1,508,4.841629,88
373,1,03/04/21,91,1,533,4.619226,91
374,1,03/05/21,84,1,608,4.117181,84
375,1,03/06/21,45,3,345,4.857143,45
376,1,03/07/21,63,1,315,7.539267,63
377,1,03/08/21,143,2,689,3.732162,143
378,1,03/09/21,94,3,590,3.467635,94
379,1,03/10/21,99,1,446,5.547445,99
380,1,03/11/21,117,0,554,5.057471,117
381,1,03/12/21,95,1,637,5.042017,95
382,1,03/13/21,45,1,337,5.301455,45
383,1,03/14/21,57,2,285,7.958478,57
384,1,03/15/21,132,1,751,4.020979,132
385,1,03/16/21,109,1,706,3.709428,109
386,1,03/17/21,112,3,583,5.560098,112
387,1,03/18/21,101,0,565,4.144687,101
388,1,03/19/21,108,4,624,5.674342,108
389,1,03/20/21,78,0,359,9.238095,78
390,1,03/21/21,70,0,260,9.473684,70
391,1,03/22/21,137,2,705,4.24439,137
392,1,03/23/21,126,3,588,4.929124,126
393,1,03/24/21,159,1,554,6.740196,159
394,1,03/25/21,126,1,612,5.182273,126
395,1,03/26/21,157,0,665,7.17889,157
396,1,03/27/21,102,2,413,9.903593,102
397,1,03/28/21,77,2,320,9.628009,77
398,1,03/29/21,197,0,727,6.25,197
399,1,03/30/21,183,2,624,6.299659,183
400,1,03/31/21,176,2,601,7.778206,176
401,1,04/01/21,175,1,558,7.504621,175
402,1,04/02/21,153,0,614,7.298951,153
403,1,04/03/21,132,0,493,10.413589,132
404,1,04/04/21,62,0,203,11.647255,62
405,1,04/05/21,230,2,763,6.882169,230
406,1,04/06/21,224,3,717,7.072587,224
407,1,04/07/21,204,2,649,8.412932,204
408,1,04/08/21,194,2,659,6.978085,194
409,1,04/09/21,228,2,708,9.049456,228
410,1,04/10/21,126,4,466,10.213079,126
411,1,04/11/21,102,0,382,9.349593,102
412,1,04/12/21,236,2,849,6.043829,236
413,1,04/13/21,219,5,721,6.785524,219
414,1,04/14/21,193,2,619,8.938776,193
415,1,04/15/21,213,1,661,6.544021,213
416,1,04/16/21,161,2,737,6.244146,161
417,1,04/17/21,116,2,467,9.818182,116
418,1,04/18/21,89,1,307,10.251256,90
419,1,04/19/21,238,0,838,6.640444,237
420,1,04/20/21,189,1,724,5.350742,189
421,1,04/21/21,187,1,618,7.896735,187
422,1,04/22/21,182,0,638,5.343097,182
423,1,04/23/21,203,2,674,8.952838,203
424,1,04/24/21,128,1,427,10.534125,128
425,1,04/25/21,113,6,345,9.861451,113
426,1,04/26/21,272,3,873,6.952231,272
427,1,04/27/21,230,4,777,6.493506,230
428,1,04/28/21,241,4,643,10.930861,241
429,1,04/29/21,202,3,675,6.11413,202
430,1,04/30/21,204,1,687,8.664773,204
431,1,05/01/21,122,1,477,10.869565,122
432,1,05/02/21,124,4,332,13.039486,124
433,1,05/03/21,219,1,853,6.101614,219
434,1,05/04/21,169,1,769,5.439436,170
435,1,05/05/21,186,2,670,9.273841,185
436,1,05/06/21,158,0,636,6.403574,158
437,1,05/07/21,161,3,783,7.163222,161
438,1,05/08/21,109,1,462,9.897361,109
439,1,05/09/21,79,3,321,8.518877,79
440,1,05/10/21,172,1,818,4.746241,172
441,1,05/11/21,169,7,690,5.627333,169
442,1,05/12/21,139,2,571,7.548033,140
443,1,05/13/21,145,4,594,6.006435,144
444,1,05/14/21,154,1,717,7.884697,154
445,1,05/15/21,87,2,385,8.515815,87
446,1,05/16/21,87,2,330,9.123758,87
447,1,05/17/21,174,2,756,5.470402,175
448,1,05/18/21,132,1,656,5.224913,131
449,1,05/19/21,130,5,530,6.818182,130
450,1,05/20/21,109,3,485,6.351414,109
451,1,05/21/21,77,1,595,4.563758,77
452,1,05/22/21,72,2,348,7.352941,72
453,1,05/23/21,58,0,291,7.287933,58
454,1,05/24/21,104,2,518,4.018827,104
455,1,05/25/21,103,3,548,4.014733,103
456,1,05/26/21,75,0,413,5.335628,75
457,1,05/27/21,73,1,355,4.295813,73
458,1,05/28/21,52,2,312,4.565631,52
459,1,05/29/21,44,4,290,5.714286,44
460,1,05/30/21,33,1,251,4.719388,33
461,1,05/31/21,13,3,174,2.511078,13
462,1,06/01/21,82,0,534,3.006993,82
463,1,06/02/21,41,0,385,2.811005,41
464,1,06/03/21,53,2,348,2.951594,53
465,1,06/04/21,42,1,366,3.523884,42
466,1,06/05/21,34,1,326,3.600465,34
467,1,06/06/21,23,1,249,2.898551,23
468,1,06/07/21,42,1,433,2.418507,42
469,1,06/08/21,33,1,381,1.507301,33
470,1,06/09/21,36,1,355,2.279369,36
471,1,06/10/21,28,1,362,2.401747,28
472,1,06/11/21,23,3,298,2.084885,23
473,1,06/12/21,16,0,276,1.916573,16
474,1,06/13/21,8,2,210,1.809955,8
475,1,06/14/21,24,0,389,1.689801,24
476,1,06/15/21,25,1,396,1.380552,25
477,1,06/16/21,15,0,292,1.140174,15
478,1,06/17/21,18,1,262,2.152642,18
479,1,06/18/21,18,3,335,1.995012,18
480,1,06/19/21,17,0,250,2.377807,17
481,1,06/20/21,12,2,177,2.772643,12
482,1,06/21/21,18,0,317,1.287263,18
483,1,06/22/21,19,0,337,1.435095,19
484,1,06/23/21,11,0,269,1.374885,11
485,1,06/24/21,24,1,269,2.385892,24
486,1,06/25/21,17,0,307,1.696607,17
487,1,06/26/21,12,1,261,1.966292,12
488,1,06/27/21,8,0,199,1.877133,8
489,1,06/28/21,25,1,334,1.995211,25
490,1,06/29/21,18,0,315,1.859679,18
491,1,06/30/21,21,0,233,2.834467,21
492,1,07/01/21,19,1,241,3.180662,19
493,1,07/02/21,11,3,235,1.659751,11
494,1,07/03/21,13,0,236,2.202643,13
495,1,07/04/21,5,0,85,2.671756,5
496,1,07/05/21,30,1,287,3.712036,30
497,1,07/06/21,23,0,371,1.937407,23
498,1,07/07/21,33,1,553,3.342367,33
499,1,07/08/21,23,0,727,2.526725,23
500,1,07/09/21,36,1,570,4.22833,36
501,1,07/10/21,22,2,233,4.251701,22
502,1,07/11/21,27,2,196,5.805243,27
503,1,07/12/21,27,1,332,2.116788,27
504,1,07/13/21,35,1,296,3.495935,35
505,1,07/14/21,41,0,289,3.370787,41
506,1,07/15/21,37,0,265,4.234841,37
507,1,07/16/21,43,0,310,4.454545,43
508,1,07/17/21,24,0,242,4.043546,24
509,1,07/18/21,28,1,188,6.896552,28
510,1,07/19/21,54,0,303,4.59588,54
511,1,07/20/21,40,0,301,2.842928,40
512,1,07/21/21,65,2,317,4.893449,65
513,1,07/22/21,59,1,304,5.112652,59
514,1,07/23/21,62,2,335,7.010711,62
515,1,07/24/21,54,2,260,7.563025,54
516,1,07/25/21,43,1,219,7.62987,43
517,1,07/26/21,92,0,399,7.315289,92
518,1,07/27/21,69,2,412,4.959631,69
519,1,07/28/21,83,0,421,5.07386,83
520,1,07/29/21,101,0,459,6.480921,101
521,1,07/30/21,97,0,386,8.414726,97
522,1,07/31/21,81,2,340,9.508197,81
523,1,08/01/21,66,1,230,9.056122,66
524,1,08/02/21,140,0,469,9.038902,140
525,1,08/03/21,114,2,440,5.672069,114
526,1,08/04/21,112,2,470,5.483871,112
527,1,08/05/21,110,1,474,6.519208,110
528,1,08/06/21,108,0,437,8.028169,108
529,1,08/07/21,109,0,330,10.956175,109
530,1,08/08/21,79,2,279,9.74478,79
531,1,08/09/21,170,1,554,8.865586,170
532,1,08/10/21,176,2,649,6.525512,177
533,1,08/11/21,141,1,553,6.912442,140
534,1,08/12/21,171,0,522,9.531332,171
535,1,08/13/21,172,0,501,9.462916,172
536,1,08/14/21,121,3,352,11.473881,121
537,1,08/15/21,123,1,359,13.446215,123
538,1,08/16/21,219,0,659,9.083298,219
539,1,08/17/21,197,2,700,6.294136,197
540,1,08/18/21,218,0,758,8.21967,218
541,1,08/19/21,258,3,835,9.609402,258
542,1,08/20/21,225,0,794,8.248439,225
543,1,08/21/21,154,3,521,10.519724,154
544,1,08/22/21,141,5,434,12.914485,141
545,1,08/23/21,329,3,1112,8.846444,329
546,1,08/24/21,329,0,1185,7.711275,329
547,1,08/25/21,319,3,1024,10.32967,319
548,1,08/26/21,249,1,916,8.769793,249
549,1,08/27/21,298,2,968,10.03706,298
550,1,08/28/21,193,2,575,13.471503,193
551,1,08/29/21,173,2,488,14.588235,173
552,1,08/30/21,365,1,1157,8.501474,365
553,1,08/31/21,367,4,1195,8.736277,367
554,1,09/01/21,332,2,1136,9.407115,332
555,1,09/02/21,309,1,977,7.997029,309
556,1,09/03/21,325,1,890,12.065698,325
557,1,09/04/21,241,3,661,12.107396,241
558,1,09/05/21,176,2,461,16.005567,176
559,1,09/06/21,162,0,350,12.046632,162
560,1,09/07/21,490,3,1369,8.38054,490
561,1,09/08/21,402,3,1204,10.106641,402
562,1,09/09/21,334,7,1015,8.129889,334
563,1,09/10/21,329,4,1077,8.599447,329
564,1,09/11/21,183,3,602,10.917031,183
565,1,09/12/21,184,8,517,14.820249,184
566,1,09/13/21,389,2,1118,9.954859,389
567,1,09/14/21,378,5,1173,7.581892,378
568,1,09/15/21,309,5,1061,8.840864,309
569,1,09/16/21,293,1,879,7.37841,293
570,1,09/17/21,311,6,1058,9.748978,311
571,1,09/18/21,165,2,533,11.733491,165
572,1,09/19/21,136,6,410,12.75222,136
573,1,09/20/21,318,2,981,8.246225,318
574,1,09/21/21,289,1,911,7.178631,289
575,1,09/22/21,266,8,798,8.485026,266
576,1,09/23/21,213,6,683,7.373654,213
577,1,09/24/21,228,6,731,8.546229,228
578,1,09/25/21,136,6,490,9.595655,136
579,1,09/26/21,141,2,365,12.879409,141
580,1,09/27/21,278,4,828,8.381052,278
581,1,09/28/21,223,3,756,6.139535,223
582,1,09/29/21,260,2,776,9.922637,260
583,1,09/30/21,205,6,691,6.733092,205
584,1,10/01/21,193,4,707,7.630393,193
585,1,10/02/21,140,5,422,11.080332,140
586,1,10/03/21,130,3,369,12.871287,130
587,1,10/04/21,273,4,790,8.888237,273
588,1,10/05/21,214,5,710,6.806137,214
589,1,10/06/21,220,6,671,8.304969,220
590,1,10/07/21,192,4,628,7.653791,192
591,1,10/08/21,202,2,789,8.237611,202
592,1,10/09/21,131,5,410,9.876543,131
593,1,10/10/21,121,4,324,11.30742,121
594,1,10/11/21,264,2,714,9.724092,264
595,1,10/12/21,207,6,757,7.048984,207
