_id,DISTRICT,DATE,COVID_COUNT,COVID_DEATHS,COVID_TEST,POSITIVITY_RATE_ALL_TESTS,COVID_COUNT_BY_SPECIMEN_COLLECTION_DATE
77,1,2020-05-12T00:00:00,99.00,5.00,938.00,9.972553,99
78,1,2020-05-13T00:00:00,57.00,4.00,634.00,9.350649,57
79,1,2020-05-14T00:00:00,79.00,3.00,977.00,9.203540,79
80,1,2020-05-15T00:00:00,76.00,7.00,"1,291.00",6.813489,76
81,1,2020-05-16T00:00:00,67.00,6.00,623.00,10.102489,67
82,1,2020-05-17T00:00:00,42.00,4.00,478.00,8.206107,42
83,1,2020-05-18T00:00:00,88.00,9.00,901.00,10.268714,88
84,1,2020-05-19T00:00:00,78.00,6.00,690.00,11.448598,78
85,1,2020-05-20T00:00:00,99.00,8.00,903.00,11.315280,99
86,1,2020-05-21T00:00:00,119.00,5.00,937.00,12.500000,119
87,1,2020-05-22T00:00:00,89.00,3.00,"1,223.00",7.473310,89
88,1,2020-05-23T00:00:00,64.00,4.00,600.00,10.798817,64
89,1,2020-05-24T00:00:00,22.00,4.00,362.00,6.971154,22
90,1,2020-05-25T00:00:00,23.00,2.00,256.00,9.210526,23
91,1,2020-05-26T00:00:00,82.00,4.00,728.00,9.706546,82
92,1,2020-05-27T00:00:00,65.00,2.00,812.00,8.519270,65
93,1,2020-05-28T00:00:00,87.00,2.00,"1,130.00",7.637402,87
94,1,2020-05-29T00:00:00,69.00,7.00,"1,038.00",6.275805,69
95,1,2020-05-30T00:00:00,33.00,2.00,483.00,6.914894,33
96,1,2020-05-31T00:00:00,19.00,4.00,355.00,5.811138,19
97,1,2020-06-01T00:00:00,64.00,4.00,880.00,7.574391,64
98,1,2020-06-02T00:00:00,34.00,5.00,594.00,5.639098,34
99,1,2020-06-03T00:00:00,41.00,4.00,579.00,7.547170,41
100,1,2020-06-04T00:00:00,43.00,4.00,719.00,6.979405,43
101,1,2020-06-05T00:00:00,55.00,3.00,"1,006.00",5.955335,55
102,1,2020-06-06T00:00:00,14.00,2.00,475.00,3.201507,14
103,1,2020-06-07T00:00:00,22.00,3.00,328.00,5.361930,22
104,1,2020-06-08T00:00:00,48.00,2.00,838.00,5.853659,48
105,1,2020-06-09T00:00:00,45.00,5.00,699.00,6.884481,45
106,1,2020-06-10T00:00:00,34.00,1.00,767.00,5.672269,34
107,1,2020-06-11T00:00:00,49.00,2.00,953.00,6.011854,49
108,1,2020-06-12T00:00:00,52.00,1.00,"1,081.00",5.505952,52
109,1,2020-06-13T00:00:00,21.00,2.00,676.00,3.789731,21
110,1,2020-06-14T00:00:00,27.00,0.00,402.00,4.635762,27
111,1,2020-06-15T00:00:00,58.00,0.00,"1,169.00",5.299861,58
112,1,2020-06-16T00:00:00,47.00,4.00,847.00,5.601318,47
113,1,2020-06-17T00:00:00,59.00,5.00,"1,022.00",5.411585,59
114,1,2020-06-18T00:00:00,66.00,0.00,"1,085.00",5.700211,66
115,1,2020-06-19T00:00:00,80.00,0.00,"1,319.00",5.747126,80
116,1,2020-06-20T00:00:00,42.00,1.00,702.00,5.380117,42
117,1,2020-06-21T00:00:00,25.00,1.00,366.00,5.803571,25
118,1,2020-06-22T00:00:00,88.00,2.00,"1,120.00",7.283321,88
119,1,2020-06-23T00:00:00,86.00,0.00,"1,146.00",7.742402,86
120,1,2020-06-24T00:00:00,75.00,0.00,889.00,7.517483,75
121,1,2020-06-25T00:00:00,99.00,1.00,"1,305.00",7.129687,99
122,1,2020-06-26T00:00:00,93.00,1.00,"1,304.00",6.859206,93
123,1,2020-06-27T00:00:00,63.00,1.00,645.00,8.823529,63
124,1,2020-06-28T00:00:00,42.00,0.00,494.00,9.240924,42
125,1,2020-06-29T00:00:00,99.00,1.00,"1,228.00",8.449809,99
126,1,2020-06-30T00:00:00,126.00,1.00,987.00,11.419753,126
127,1,2020-07-01T00:00:00,93.00,2.00,"1,035.00",7.686833,93
128,1,2020-07-02T00:00:00,101.00,2.00,"1,096.00",8.489388,101
129,1,2020-07-03T00:00:00,80.00,1.00,794.00,9.179688,80
130,1,2020-07-04T00:00:00,26.00,0.00,304.00,7.197943,26
131,1,2020-07-05T00:00:00,32.00,1.00,421.00,6.704981,32
132,1,2020-07-06T00:00:00,191.00,4.00,"1,531.00",10.949272,191
133,1,2020-07-07T00:00:00,142.00,2.00,"1,332.00",9.502003,142
134,1,2020-07-08T00:00:00,119.00,2.00,"1,171.00",8.612440,119
135,1,2020-07-09T00:00:00,101.00,1.00,942.00,7.256894,101
136,1,2020-07-10T00:00:00,94.00,1.00,"1,369.00",6.200228,94
137,1,2020-07-11T00:00:00,49.00,2.00,605.00,6.910039,49
138,1,2020-07-12T00:00:00,56.00,2.00,591.00,8.947368,56
139,1,2020-07-13T00:00:00,122.00,0.00,"1,552.00",7.216495,122
140,1,2020-07-14T00:00:00,97.00,0.00,"1,140.00",7.874520,97
141,1,2020-07-15T00:00:00,125.00,1.00,"1,261.00",9.757576,125
142,1,2020-07-16T00:00:00,126.00,0.00,"1,346.00",8.116232,126
143,1,2020-07-17T00:00:00,150.00,2.00,"1,682.00",8.283202,150
144,1,2020-07-18T00:00:00,77.00,2.00,829.00,9.154229,77
145,1,2020-07-19T00:00:00,31.00,1.00,432.00,6.026059,31
146,1,2020-07-20T00:00:00,124.00,4.00,"1,504.00",7.385811,124
147,1,2020-07-21T00:00:00,128.00,0.00,"1,546.00",9.035864,128
148,1,2020-07-22T00:00:00,129.00,3.00,"1,577.00",7.943470,129
149,1,2020-07-23T00:00:00,136.00,2.00,"1,571.00",7.974038,136
150,1,2020-07-24T00:00:00,120.00,1.00,"1,610.00",6.846925,120
151,1,2020-07-25T00:00:00,50.00,1.00,600.00,8.004779,50
152,1,2020-07-26T00:00:00,34.00,0.00,421.00,5.751391,34
153,1,2020-07-27T00:00:00,121.00,1.00,"1,464.00",6.814955,121
154,1,2020-07-28T00:00:00,108.00,1.00,"1,462.00",7.807387,108
155,1,2020-07-29T00:00:00,96.00,1.00,"1,341.00",7.051638,96
156,1,2020-07-30T00:00:00,97.00,2.00,"1,425.00",7.044335,97
157,1,2020-07-31T00:00:00,127.00,1.00,"1,585.00",7.832423,127
158,1,2020-08-01T00:00:00,51.00,2.00,681.00,9.528689,51
159,1,2020-08-02T00:00:00,18.00,1.00,374.00,3.929273,18
160,1,2020-08-03T00:00:00,142.00,0.00,"1,489.00",8.583691,142
161,1,2020-08-04T00:00:00,138.00,1.00,"1,528.00",7.312852,138
162,1,2020-08-05T00:00:00,111.00,1.00,"1,499.00",6.786234,111
163,1,2020-08-06T00:00:00,130.00,3.00,"1,584.00",7.665042,130
164,1,2020-08-07T00:00:00,166.00,0.00,"1,736.00",7.977663,166
165,1,2020-08-08T00:00:00,55.00,2.00,701.00,7.135471,55
166,1,2020-08-09T00:00:00,42.00,3.00,461.00,7.488300,42
167,1,2020-08-10T00:00:00,146.00,4.00,"1,620.00",7.817172,146
168,1,2020-08-11T00:00:00,127.00,0.00,"1,456.00",7.795100,127
169,1,2020-08-12T00:00:00,122.00,0.00,"1,417.00",7.466169,122
170,1,2020-08-13T00:00:00,124.00,1.00,"1,416.00",7.405591,124
171,1,2020-08-14T00:00:00,130.00,0.00,"1,544.00",6.923077,130
172,1,2020-08-15T00:00:00,58.00,1.00,627.00,9.169364,58
173,1,2020-08-16T00:00:00,36.00,1.00,494.00,4.816223,36
174,1,2020-08-17T00:00:00,126.00,1.00,"1,497.00",6.374841,126
175,1,2020-08-18T00:00:00,145.00,1.00,"1,380.00",6.903595,145
176,1,2020-08-19T00:00:00,124.00,1.00,"1,256.00",7.111307,124
177,1,2020-08-20T00:00:00,142.00,3.00,"1,339.00",7.203962,142
178,1,2020-08-21T00:00:00,117.00,2.00,"1,497.00",5.923488,117
179,1,2020-08-22T00:00:00,46.00,1.00,626.00,5.974843,46
180,1,2020-08-23T00:00:00,48.00,1.00,505.00,6.530612,48
181,1,2020-08-24T00:00:00,137.00,0.00,"1,439.00",7.574391,137
182,1,2020-08-25T00:00:00,125.00,1.00,"1,294.00",7.363977,125
183,1,2020-08-26T00:00:00,100.00,1.00,"1,090.00",5.048380,100
184,1,2020-08-27T00:00:00,109.00,1.00,"1,212.00",6.373223,109
185,1,2020-08-28T00:00:00,91.00,2.00,"1,215.00",5.961807,91
186,1,2020-08-29T00:00:00,40.00,0.00,497.00,6.032172,40
187,1,2020-08-30T00:00:00,27.00,1.00,330.00,5.617978,27
188,1,2020-08-31T00:00:00,143.00,2.00,"1,276.00",7.529844,143
189,1,2020-09-01T00:00:00,113.00,0.00,"1,090.00",6.091596,113
190,1,2020-09-02T00:00:00,109.00,2.00,"1,091.00",6.238185,109
191,1,2020-09-03T00:00:00,124.00,1.00,996.00,7.052186,124
192,1,2020-09-04T00:00:00,105.00,2.00,"1,296.00",5.665349,105
193,1,2020-09-05T00:00:00,32.00,2.00,509.00,5.035129,32
194,1,2020-09-06T00:00:00,26.00,0.00,313.00,5.747126,26
195,1,2020-09-07T00:00:00,24.00,3.00,365.00,4.109589,24
196,1,2020-09-08T00:00:00,138.00,1.00,"1,274.00",6.027104,138
197,1,2020-09-09T00:00:00,103.00,5.00,"1,043.00",5.530576,103
198,1,2020-09-10T00:00:00,107.00,3.00,"1,071.00",6.039689,107
199,1,2020-09-11T00:00:00,116.00,1.00,"1,131.00",5.837049,116
200,1,2020-09-12T00:00:00,33.00,0.00,482.00,4.854369,33
201,1,2020-09-13T00:00:00,18.00,0.00,356.00,4.607509,18
202,1,2020-09-14T00:00:00,116.00,3.00,"1,207.00",5.763568,116
203,1,2020-09-15T00:00:00,103.00,2.00,"1,004.00",4.637248,103
204,1,2020-09-16T00:00:00,81.00,1.00,852.00,4.614020,81
205,1,2020-09-17T00:00:00,102.00,3.00,"1,011.00",4.539155,102
206,1,2020-09-18T00:00:00,76.00,1.00,"1,029.00",4.759519,76
207,1,2020-09-19T00:00:00,44.00,3.00,446.00,6.605020,44
208,1,2020-09-20T00:00:00,19.00,3.00,315.00,3.839442,19
209,1,2020-09-21T00:00:00,147.00,2.00,"1,220.00",6.175515,147
210,1,2020-09-22T00:00:00,156.00,2.00,"1,095.00",5.954631,156
211,1,2020-09-23T00:00:00,117.00,3.00,818.00,6.577646,117
212,1,2020-09-24T00:00:00,139.00,1.00,"1,086.00",5.784805,139
213,1,2020-09-25T00:00:00,107.00,2.00,"1,086.00",6.009174,107
214,1,2020-09-26T00:00:00,57.00,1.00,458.00,7.094595,57
215,1,2020-09-27T00:00:00,41.00,1.00,387.00,7.391304,41
216,1,2020-09-28T00:00:00,215.00,1.00,"1,412.00",7.418020,215
217,1,2020-09-29T00:00:00,160.00,2.00,"1,146.00",6.105879,160
218,1,2020-09-30T00:00:00,154.00,2.00,995.00,6.980519,154
219,1,2020-10-01T00:00:00,177.00,2.00,"1,274.00",7.057163,177
220,1,2020-10-02T00:00:00,167.00,2.00,"1,399.00",6.961591,167
221,1,2020-10-03T00:00:00,72.00,7.00,534.00,9.766926,72
222,1,2020-10-04T00:00:00,52.00,1.00,421.00,8.379888,52
223,1,2020-10-05T00:00:00,230.00,1.00,"1,635.00",7.850864,230
224,1,2020-10-06T00:00:00,219.00,3.00,"1,474.00",6.854630,219
225,1,2020-10-07T00:00:00,273.00,1.00,"1,370.00",10.408432,273
226,1,2020-10-08T00:00:00,260.00,2.00,"1,371.00",8.526012,260
227,1,2020-10-09T00:00:00,313.00,4.00,"1,414.00",11.969645,313
228,1,2020-10-10T00:00:00,133.00,1.00,641.00,14.285714,133
229,1,2020-10-11T00:00:00,127.00,1.00,517.00,17.549669,127
230,1,2020-10-12T00:00:00,375.00,5.00,"1,873.00",11.244569,375
231,1,2020-10-13T00:00:00,348.00,2.00,"1,648.00",9.730471,348
232,1,2020-10-14T00:00:00,362.00,4.00,"1,610.00",12.292178,362
233,1,2020-10-15T00:00:00,339.00,5.00,"1,849.00",8.782066,339
234,1,2020-10-16T00:00:00,322.00,4.00,"1,865.00",10.180131,322
235,1,2020-10-17T00:00:00,153.00,4.00,783.00,10.848756,153
236,1,2020-10-18T00:00:00,150.00,1.00,565.00,15.818686,150
237,1,2020-10-19T00:00:00,478.00,2.00,"1,972.00",12.872807,478
238,1,2020-10-20T00:00:00,420.00,4.00,"1,954.00",10.670081,420
239,1,2020-10-21T00:00:00,453.00,2.00,"1,834.00",13.306247,453
240,1,2020-10-22T00:00:00,434.00,5.00,"1,924.00",11.162362,434
241,1,2020-10-23T00:00:00,456.00,1.00,"2,042.00",13.157895,456
242,1,2020-10-24T00:00:00,199.00,2.00,872.00,14.838710,200
243,1,2020-10-25T00:00:00,163.00,3.00,572.00,17.286432,162
244,1,2020-10-26T00:00:00,575.00,5.00,"2,046.00",13.598539,575
245,1,2020-10-27T00:00:00,590.00,9.00,"2,215.00",12.987271,590
246,1,2020-10-28T00:00:00,597.00,5.00,"1,986.00",15.791897,597
247,1,2020-10-29T00:00:00,658.00,4.00,"2,373.00",13.251691,658
248,1,2020-10-30T00:00:00,665.00,6.00,"2,326.00",16.279070,665
249,1,2020-10-31T00:00:00,268.00,4.00,913.00,17.106034,268
250,1,2020-11-01T00:00:00,293.00,3.00,748.00,23.470948,293
251,1,2020-11-02T00:00:00,825.00,7.00,"2,434.00",14.820286,825
252,1,2020-11-03T00:00:00,959.00,5.00,"2,615.00",16.743447,959
253,1,2020-11-04T00:00:00,975.00,7.00,"2,853.00",19.901998,975
254,1,2020-11-05T00:00:00,"1,145.00",5.00,"3,315.00",17.632027,"1,145"
255,1,2020-11-06T00:00:00,"1,084.00",6.00,"3,102.00",18.827063,"1,084"
256,1,2020-11-07T00:00:00,500.00,10.00,"1,527.00",20.000000,500
257,1,2020-11-08T00:00:00,360.00,5.00,840.00,24.300808,360
258,1,2020-11-09T00:00:00,"1,263.00",9.00,"2,897.00",19.896343,"1,263"
259,1,2020-11-10T00:00:00,"1,360.00",5.00,"3,232.00",20.887220,"1,360"
260,1,2020-11-11T00:00:00,974.00,7.00,"2,714.00",20.840497,974
261,1,2020-11-12T00:00:00,"1,148.00",5.00,"3,223.00",16.614583,"1,148"
262,1,2020-11-13T00:00:00,982.00,7.00,"3,086.00",17.109758,982
263,1,2020-11-14T00:00:00,511.00,6.00,"1,519.00",20.951019,511
264,1,2020-11-15T00:00:00,302.00,11.00,798.00,21.268418,302
265,1,2020-11-16T00:00:00,"1,268.00",9.00,"3,289.00",17.127273,"1,268"
266,1,2020-11-17T00:00:00,"1,048.00",11.00,"2,968.00",16.401754,"1,048"
267,1,2020-11-18T00:00:00,"1,031.00",10.00,"2,712.00",18.841044,"1,031"
268,1,2020-11-19T00:00:00,919.00,14.00,"2,853.00",14.285714,919
269,1,2020-11-20T00:00:00,895.00,7.00,"2,701.00",16.472214,895
270,1,2020-11-21T00:00:00,496.00,11.00,"1,371.00",20.997089,496
271,1,2020-11-22T00:00:00,243.00,10.00,603.00,22.282190,243
272,1,2020-11-23T00:00:00,963.00,6.00,"2,522.00",15.439730,964
273,1,2020-11-24T00:00:00,953.00,14.00,"2,295.00",18.007724,952
274,1,2020-11-25T00:00:00,741.00,11.00,"2,028.00",15.606732,741
275,1,2020-11-26T00:00:00,163.00,9.00,324.00,18.978912,163
276,1,2020-11-27T00:00:00,626.00,12.00,"1,431.00",17.126409,626
277,1,2020-11-28T00:00:00,437.00,7.00,921.00,24.850000,437
278,1,2020-11-29T00:00:00,319.00,5.00,672.00,25.475842,319
279,1,2020-11-30T00:00:00,994.00,10.00,"2,166.00",16.063284,994
280,1,2020-12-01T00:00:00,"1,034.00",7.00,"2,259.00",18.321088,"1,034"
281,1,2020-12-02T00:00:00,825.00,12.00,"1,953.00",20.932297,825
282,1,2020-12-03T00:00:00,805.00,8.00,"2,004.00",14.948369,805
283,1,2020-12-04T00:00:00,833.00,13.00,"2,132.00",16.386022,833
284,1,2020-12-05T00:00:00,391.00,10.00,"1,105.00",19.823993,391
285,1,2020-12-06T00:00:00,256.00,13.00,633.00,20.583942,256
286,1,2020-12-07T00:00:00,885.00,13.00,"2,107.00",14.551084,885
287,1,2020-12-08T00:00:00,773.00,16.00,"1,842.00",16.750700,773
288,1,2020-12-09T00:00:00,618.00,15.00,"1,524.00",18.203372,619
289,1,2020-12-10T00:00:00,609.00,11.00,"1,666.00",13.128008,608
290,1,2020-12-11T00:00:00,612.00,10.00,"1,705.00",14.634651,612
291,1,2020-12-12T00:00:00,331.00,9.00,927.00,19.250253,331
292,1,2020-12-13T00:00:00,188.00,12.00,513.00,18.858131,188
293,1,2020-12-14T00:00:00,780.00,7.00,"1,865.00",14.029755,781
294,1,2020-12-15T00:00:00,710.00,6.00,"1,574.00",15.740922,709
295,1,2020-12-16T00:00:00,586.00,10.00,"1,307.00",17.872340,586
296,1,2020-12-17T00:00:00,591.00,12.00,"1,565.00",12.783820,591
297,1,2020-12-18T00:00:00,579.00,18.00,"1,514.00",14.363598,579
298,1,2020-12-19T00:00:00,353.00,4.00,913.00,19.148936,353
299,1,2020-12-20T00:00:00,207.00,2.00,439.00,18.602826,207
300,1,2020-12-21T00:00:00,770.00,11.00,"1,710.00",12.995294,770
301,1,2020-12-22T00:00:00,567.00,8.00,"1,439.00",15.267878,567
302,1,2020-12-23T00:00:00,541.00,10.00,"1,190.00",13.578901,541
303,1,2020-12-24T00:00:00,326.00,12.00,780.00,13.011283,326
304,1,2020-12-25T00:00:00,76.00,5.00,163.00,19.775281,76
305,1,2020-12-26T00:00:00,363.00,10.00,797.00,20.696938,363
306,1,2020-12-27T00:00:00,286.00,13.00,578.00,22.394366,286
307,1,2020-12-28T00:00:00,845.00,14.00,"1,513.00",15.060147,847
308,1,2020-12-29T00:00:00,705.00,14.00,"1,307.00",19.160171,703
309,1,2020-12-30T00:00:00,572.00,11.00,"1,168.00",13.972056,572
310,1,2020-12-31T00:00:00,534.00,3.00,"1,131.00",14.062124,534
311,1,2021-01-01T00:00:00,120.00,12.00,317.00,16.878173,120
312,1,2021-01-02T00:00:00,490.00,12.00,974.00,22.440273,490
313,1,2021-01-03T00:00:00,284.00,8.00,541.00,20.749280,284
314,1,2021-01-04T00:00:00,852.00,7.00,"1,659.00",14.613680,852
315,1,2021-01-05T00:00:00,620.00,10.00,"1,304.00",14.608840,620
316,1,2021-01-06T00:00:00,573.00,11.00,"1,143.00",17.057041,575
317,1,2021-01-07T00:00:00,557.00,9.00,"1,354.00",11.333833,557
318,1,2021-01-08T00:00:00,494.00,13.00,"1,306.00",13.107822,495
319,1,2021-01-09T00:00:00,287.00,6.00,647.00,18.738739,284
320,1,2021-01-10T00:00:00,166.00,6.00,409.00,16.304348,166
321,1,2021-01-11T00:00:00,663.00,12.00,"1,531.00",11.643055,663
322,1,2021-01-12T00:00:00,416.00,9.00,"1,258.00",11.320311,416
323,1,2021-01-13T00:00:00,367.00,3.00,"1,081.00",10.630023,367
324,1,2021-01-14T00:00:00,405.00,6.00,"1,148.00",9.204125,405
325,1,2021-01-15T00:00:00,376.00,9.00,"1,234.00",11.083123,376
326,1,2021-01-16T00:00:00,231.00,4.00,624.00,15.460123,231
327,1,2021-01-17T00:00:00,164.00,6.00,412.00,15.191987,164
328,1,2021-01-18T00:00:00,390.00,11.00,992.00,9.315711,390
329,1,2021-01-19T00:00:00,355.00,3.00,"1,195.00",9.663079,355
330,1,2021-01-20T00:00:00,294.00,6.00,951.00,10.516548,294
331,1,2021-01-21T00:00:00,292.00,8.00,"1,027.00",7.887071,292
332,1,2021-01-22T00:00:00,301.00,4.00,"1,123.00",9.158543,301
333,1,2021-01-23T00:00:00,133.00,7.00,501.00,12.264861,133
334,1,2021-01-24T00:00:00,105.00,4.00,382.00,12.561820,105
335,1,2021-01-25T00:00:00,297.00,9.00,"1,019.00",6.915924,297
336,1,2021-01-26T00:00:00,211.00,5.00,780.00,7.392262,211
337,1,2021-01-27T00:00:00,198.00,7.00,734.00,8.278942,198
338,1,2021-01-28T00:00:00,190.00,9.00,802.00,5.545797,190
339,1,2021-01-29T00:00:00,187.00,5.00,847.00,7.074452,187
340,1,2021-01-30T00:00:00,77.00,7.00,393.00,8.371247,77
341,1,2021-01-31T00:00:00,65.00,6.00,257.00,9.395973,66
342,1,2021-02-01T00:00:00,234.00,6.00,832.00,5.939696,233
343,1,2021-02-02T00:00:00,164.00,8.00,756.00,5.519860,164
344,1,2021-02-03T00:00:00,178.00,4.00,663.00,7.869482,178
345,1,2021-02-04T00:00:00,155.00,6.00,689.00,5.166445,155
346,1,2021-02-05T00:00:00,147.00,3.00,712.00,6.321205,147
347,1,2021-02-06T00:00:00,93.00,3.00,409.00,9.714795,93
348,1,2021-02-07T00:00:00,67.00,5.00,275.00,9.310345,67
349,1,2021-02-08T00:00:00,158.00,5.00,831.00,4.112702,158
350,1,2021-02-09T00:00:00,132.00,2.00,655.00,4.481203,132
351,1,2021-02-10T00:00:00,117.00,3.00,578.00,5.225933,117
352,1,2021-02-11T00:00:00,117.00,3.00,640.00,3.619048,117
353,1,2021-02-12T00:00:00,112.00,1.00,683.00,5.341880,112
354,1,2021-02-13T00:00:00,70.00,5.00,363.00,8.253359,70
355,1,2021-02-14T00:00:00,54.00,6.00,227.00,9.128065,54
356,1,2021-02-15T00:00:00,108.00,2.00,585.00,4.406063,108
357,1,2021-02-16T00:00:00,86.00,5.00,413.00,4.874776,86
358,1,2021-02-17T00:00:00,132.00,2.00,509.00,6.364360,132
359,1,2021-02-18T00:00:00,128.00,3.00,594.00,4.873006,128
360,1,2021-02-19T00:00:00,87.00,4.00,616.00,3.846154,87
361,1,2021-02-20T00:00:00,60.00,8.00,400.00,6.636771,60
362,1,2021-02-21T00:00:00,45.00,2.00,264.00,7.000000,45
363,1,2021-02-22T00:00:00,144.00,4.00,719.00,3.980560,144
364,1,2021-02-23T00:00:00,98.00,1.00,651.00,3.611738,98
365,1,2021-02-24T00:00:00,120.00,2.00,548.00,5.600000,120
366,1,2021-02-25T00:00:00,91.00,1.00,613.00,4.139434,91
367,1,2021-02-26T00:00:00,103.00,2.00,730.00,4.230907,103
368,1,2021-02-27T00:00:00,58.00,0.00,332.00,6.338028,58
