COUNTY,SURVY_YYYYMM,SURVY_QUESTN_SHORT_DESC,SURVY_QUESTN_LONG_DESC,QUESTION_NUM,Q1_RESP_COUNT,Q2_RESP_COUNT,Q3_RESP_COUNT,Q4_RESP_COUNT,Q5_RESP_COUNT,Q6_RESP_COUNT,Q7_RESP_COUNT,Q8_RESP_COUNT,Q9_RESP_COUNT,Q10_RESP_COUNT,ETL_RUN_TIMESTAMP
Benton,201908,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Benton,201906,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Benton,201904,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Benton,201903,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Benton,201812,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Benton,201811,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Blackford,202009,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Blackford,202008,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Blackford,202007,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Blackford,202004,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Blackford,202002,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Blackford,202001,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Blackford,201912,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Blackford,201908,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Blackford,201907,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Blackford,201905,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Blackford,201902,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Blackford,201812,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Blackford,201811,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Blackford,201810,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Blackford,201808,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Boone,202102,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Boone,202012,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Boone,202010,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Boone,202009,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Boone,202008,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Boone,202005,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Boone,202003,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Boone,201912,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Boone,201910,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Boone,201904,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Boone,201901,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Boone,201812,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Boone,201811,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Boone,201810,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Boone,201809,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Boone,201808,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Brown,202101,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Brown,202008,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Brown,202003,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Brown,202001,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Brown,201912,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Brown,201910,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Brown,201907,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Brown,201902,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Brown,201901,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Brown,201812,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Brown,201811,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Brown,201809,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Brown,201808,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Carroll,202102,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Carroll,202012,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Carroll,202010,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Carroll,202007,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Carroll,202004,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Carroll,201912,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Carroll,201910,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Carroll,201909,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Carroll,201906,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Carroll,201903,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Carroll,201901,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Carroll,201812,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Carroll,201811,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Carroll,201810,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Carroll,201809,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Cass,202102,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Cass,202012,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Cass,202001,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Cass,201912,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Cass,201910,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Cass,201902,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Cass,201809,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Clark,202005,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Clark,201910,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Clark,201902,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Clay,202102,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Clay,202101,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Clay,202012,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Clay,202010,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Clay,202009,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Clay,202007,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Clay,202001,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Clay,201911,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Clay,201905,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Clay,201903,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Clay,201901,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
Clay,201811,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,2,2021.03.29 09:03:20.985000000
Clay,201808,Not engaged in regular exercise,"In the last 12 months, other than household activities or work, do you engage in moderate exercise (walking fast, jogging, swimming, biking, or weight lifting) at least three times per week?",10,0,0,0,0,0,0,0,0,0,1,2021.03.29 09:03:20.985000000
